Candidate,CAND_ID,District,Party,State,Emily Endorsed?,Partisan Lean,TTL_RECEIPTS,TRANS_FROM_AUTH,CAND_CONTRIB,TTL_INDIV_CONTRIB,OTHER_POL_CMTE_CONTRIB,Primary %,Biden Endorsed?,Warren Endorsed? ,Sanders Endorsed?,Our Revolution Endorsed?,Justice Dems Endorsed?,PCCC Endorsed?,Indivisible Endorsed?,WFP Endorsed?,VoteVets Endorsed?,No Labels Support?,Party Support?,Trump Endorsed?,Bannon Endorsed?,Great America Endorsed?,NRA Endorsed?,Right to Life Endorsed?,Susan B. Anthony Endorsed?,Club for Growth Endorsed?,Koch Support?,House Freedom Support?,Tea Party Endorsed?,Main Street Endorsed?,Chamber Endorsed?,Race Type,CAND_ICI,Num_Unique_Contributions
David Benac,H8MI06130,U.S. House Michigan District 6,D,MI,0.0,-9.180000300000001,90193.22,0.0,6496.2,83388.83,308.19,21.700001,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,C,81
Rich Eichholz,H8MI06148,U.S. House Michigan District 6,D,MI,0.0,-9.180000300000001,196556.31,0.0,28363.77,89183.0,0.0,13.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,C,106
Matt Longjohn,H8MI06155,U.S. House Michigan District 6,D,MI,0.0,-9.180000300000001,1453674.97,3997.08,69492.51,1300383.16,79661.33,37.299999,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,C,676
George Franklin,H8MI06163,U.S. House Michigan District 6,D,MI,0.0,-9.180000300000001,843741.2,0.0,0.0,697611.42,11450.0,28.1,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,C,542
Steven Friday,H8MI07112,U.S. House Michigan District 7,D,MI,-1.0,-16.059998999999998,51907.96,0.0,23746.37,27988.17,0.0,14.8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,C,16
Elissa Slotkin,H8MI08102,U.S. House Michigan District 8,D,MI,1.0,-8.3299999,7467572.93,1173400.63,0.0,5647740.54,621940.68,70.900002,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,C,2196
Martin Brook,H8MI09100,U.S. House Michigan District 9,D,MI,-1.0,7.139999900000001,36287.65,0.0,4507.3,31329.85,0.0,5.0999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,O,32
Andy Levin,H8MI09118,U.S. House Michigan District 9,D,MI,-1.0,7.139999900000001,1492163.61,0.0,226.15,963024.14,463913.32,52.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,O,799
Ellen Lipton,H8MI09134,U.S. House Michigan District 9,D,MI,1.0,7.139999900000001,1403536.62,0.0,9967.97,841890.87,10550.0,42.400002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,O,763
Candius Stearns,H8MI09092,U.S. House Michigan District 9,R,MI,-1.0,7.139999900000001,247170.0,0.0,0.0,80170.0,12500.0,100.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,Regular,O,56
Kimberly Bizon,H8MI10108,U.S. House Michigan District 10,D,MI,0.0,-29.58,72150.2,0.0,0.0,43944.25,2205.95,41.099998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,C,8
Michael McCarthy (Michigan),H8MI10124,U.S. House Michigan District 10,D,MI,0.0,-29.58,118016.88,0.0,109250.25,8766.63,0.0,26.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,C,7
Haley Stevens,H8MI11254,U.S. House Michigan District 11,D,MI,0.0,-7.179999799999999,4199606.98,489160.48,0.0,3176601.74,528691.88,27.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,O,995
Fayrouz Saad,H8MI11262,U.S. House Michigan District 11,D,MI,0.0,-7.179999799999999,769824.46,0.0,7368.81,730532.44,6200.0,19.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,O,621
Tim Greimel,H8MI11338,U.S. House Michigan District 11,D,MI,0.0,-7.179999799999999,1018677.7,0.0,0.0,829327.83,187851.0,21.799999,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,O,830
Suneel Gupta,H8MI11346,U.S. House Michigan District 11,D,MI,0.0,-7.179999799999999,1482709.21,0.0,5400.0,1264967.88,8000.0,21.299999,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,O,890
Klint Kesto,H8MI11270,U.S. House Michigan District 11,R,MI,-1.0,-7.179999799999999,649799.0,0.0,0.0,634881.0,4350.0,14.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,1,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,Regular,O,503
Rocky Raczkowski,H8MI11288,U.S. House Michigan District 11,R,MI,-1.0,-7.179999799999999,241810.0,0.0,0.0,131810.0,0.0,25.4,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,1,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,Regular,O,70
Lena Epstein,H8MI11320,U.S. House Michigan District 11,R,MI,-1.0,-7.179999799999999,2723098.57,2359.84,0.0,1340529.05,202450.0,30.7,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,Regular,O,435
Brenda Jones,H8MI13243,U.S. House Michigan District 13,D,MI,0.0,60.720001,270417.42,0.0,0.0,202331.0,68000.0,37.700001,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Special,O,198
Rashida Tlaib,H8MI13250,U.S. House Michigan District 13,D,MI,0.0,60.720001,1666003.3,16361.04,0.0,1509826.41,139520.54,33.200001,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,-1,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,O,1038
Ian Conyers,H8MI13284,U.S. House Michigan District 13,D,MI,0.0,60.720001,212777.5,0.0,13047.01,177855.83,21772.74,6.3000002,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,O,151
Coleman Young II,H8MI13318,U.S. House Michigan District 13,D,MI,0.0,60.720001,55824.6,0.0,0.0,15522.6,0.0,12.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,O,20
Cort VanOstran,H8MO02208,U.S. House Missouri District 2,D,MO,0.0,-14.18,2348347.76,0.0,12570.31,2165382.56,164560.38,41.700001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,C,871
Mark Osmack,H8MO02216,U.S. House Missouri District 2,D,MO,0.0,-14.18,199663.57,0.0,1524.21,171503.16,7900.0,25.200001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,C,193
John Messmer,H8MO02232,U.S. House Missouri District 2,D,MO,0.0,-14.18,14657.22,0.0,175.0,10083.0,0.0,9.6999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,C,10
Katy Geppert,H8MO03198,U.S. House Missouri District 3,D,MO,0.0,-38.259997999999996,34138.21,0.0,2643.08,20010.12,6620.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,C,10
Renee Hoagenson,H8MO04071,U.S. House Missouri District 4,D,MO,0.0,-35.73,460652.56,0.0,1272.59,437185.26,21917.41,51.900002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,C,308
Hallie Thompson,H8MO04097,U.S. House Missouri District 4,D,MO,0.0,-35.73,44843.96,0.0,957.42,41286.54,2600.0,48.099998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,C,40
Kress Cambers,H8MO05128,U.S. House Missouri District 5,R,MO,-1.0,-31.986250374999997,11246.24,0.0,1397.4,9422.35,0.0,17.6,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Regular,C,9
Henry Martin,H8MO06092,U.S. House Missouri District 6,D,MO,0.0,-31.610001,34426.36,0.0,67.58,33568.73,690.05,41.5,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,C,5
Winston Apple,H8MO06118,U.S. House Missouri District 6,D,MO,0.0,-31.610001,33924.86,0.0,7877.18,24572.68,500.0,30.799999,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,C,22
John Farmer de la Torre,H8MO07199,U.S. House Missouri District 7,D,MO,0.0,-46.130001,23659.9,0.0,0.0,23609.9,0.0,21.700001,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,C,15
Jamie Schoolcraft,H8MO07223,U.S. House Missouri District 7,D,MO,0.0,-46.130001,56578.06,0.0,861.5,39903.52,14073.54,40.599998,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,C,10
Randy Wadkins,H8MS01145,U.S. House Mississippi District 1,D,MS,0.0,-33.509997999999996,156935.3,500.0,660.81,153379.59,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,C,84
Michael Aycox,H8MS03174,U.S. House Mississippi District 3,D,MS,0.0,-26.129998999999998,10502.75,0.0,0.0,7002.75,0.0,30.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,O,10
Michael Guest,H8MS03125,U.S. House Mississippi District 3,R,MS,-1.0,-26.129998999999998,985526.2,0.0,0.0,677722.13,277800.0,44.84,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,Regular,O,431
Sally Doty,H8MS03133,U.S. House Mississippi District 3,R,MS,-1.0,-26.129998999999998,122192.2,0.0,0.0,93890.06,12500.0,10.16,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,Regular,O,94
Whit Hughes,H8MS03141,U.S. House Mississippi District 3,R,MS,-1.0,-26.129998999999998,554379.0,0.0,0.0,545879.0,8500.0,22.24,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Regular,O,542
Morgan Dunn,H8MS03158,U.S. House Mississippi District 3,R,MS,-1.0,-26.129998999999998,124010.0,0.0,0.0,50910.0,0.0,5.87,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,Regular,O,50
Perry Parker,H8MS03182,U.S. House Mississippi District 3,R,MS,-1.0,-26.129998999999998,396501.24,0.0,0.0,155501.24,1000.0,16.24,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,Regular,O,103
Jeramey Anderson,H8MS04438,U.S. House Mississippi District 4,D,MS,0.0,-42.529999,153050.3,0.0,0.0,134520.34,15750.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,C,36
John Heenan,H8MT00101,U.S. House Montana At-large District,D,MT,0.0,-21.41,1104281.99,0.0,124355.28,619083.11,5518.19,31.709999,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,C,572
Grant Kier,H8MT00119,U.S. House Montana At-large District,D,MT,0.0,-21.41,842507.79,0.0,2700.0,831293.22,6351.19,24.15,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,C,728
Kathleen Williams,H8MT01232,U.S. House Montana At-large District,D,MT,0.0,-21.41,4160972.28,33915.6,0.0,3863400.12,197837.74,33.52,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,C,301
Jared Pettinato,H8MT01240,U.S. House Montana At-large District,D,MT,0.0,-21.41,89061.17,0.0,17358.01,61703.16,0.0,2.21,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,C,68
Ken Romley,H8NC02094,U.S. House North Carolina District 2,D,NC,0.0,-12.98,655818.16,0.0,5314.59,254488.68,0.0,32.299999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,C,201
Linda Coleman,H8NC02110,U.S. House North Carolina District 2,D,NC,0.0,-12.98,1727747.61,104063.32,69.0,1371252.78,246524.73,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,C,208
Jenny Marshall,H8NC05055,U.S. House North Carolina District 5,D,NC,0.0,-19.280001000000002,140620.48,0.0,0.0,138400.48,619.0,45.599998,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,C,86
Denise Adams,H8NC05063,U.S. House North Carolina District 5,D,NC,0.0,-19.280001000000002,386150.07,0.0,1473.93,340759.54,38216.6,54.400002,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,C,132
Ryan Watts,H8NC06079,U.S. House North Carolina District 6,D,NC,0.0,-16.73,340125.01,0.0,15462.94,313645.4,10600.0,77.199997,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,C,136
Grayson Parker,H8NC07127,U.S. House North Carolina District 7,D,NC,0.0,-18.98,2955.05,0.0,2500.0,455.05,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,C,1
Frank McNeill,H8NC08083,U.S. House North Carolina District 8,D,NC,0.0,-16.360001,713853.16,0.0,0.0,614372.14,38115.75,56.099998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,C,250
Scott Huffman,H8NC08109,U.S. House North Carolina District 8,D,NC,0.0,-16.360001,14898.22,0.0,0.0,14898.22,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,C,5
Marc Tiegel,H8NC08117,U.S. House North Carolina District 8,D,NC,0.0,-16.360001,52578.08,0.0,0.0,30458.08,0.0,20.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,C,25
Dan McCready,H8NC09123,U.S. House North Carolina District 9,D,NC,0.0,-14.13,6671756.64,781665.91,50909.69,4882146.52,446509.73,82.800003,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,C,1235
David Wilson Brown,H8NC10097,U.S. House North Carolina District 10,D,NC,0.0,-25.51,130009.98,0.0,478.33,126029.92,3500.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,C,25
Phillip Price,H8NC11103,U.S. House North Carolina District 11,D,NC,0.0,-29.559998999999998,237942.85,0.0,0.0,221599.82,5382.0,40.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,C,35
Steve Woodsmall,H8NC11129,U.S. House North Carolina District 11,D,NC,0.0,-29.559998999999998,13478.34,0.0,1442.11,12036.23,0.0,31.139999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,C,7
Scott Donaldson,H8NC11160,U.S. House North Carolina District 11,D,NC,0.0,-29.559998999999998,63006.0,0.0,101.0,59905.0,0.0,28.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,C,44
Carl Persson,H8NC12127,U.S. House North Carolina District 12,R,NC,-1.0,-18.1505001,4270.0,0.0,0.0,570.0,0.0,25.29,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Regular,C,1
Adam Coker,H6NC02130,U.S. House North Carolina District 13,D,NC,-1.0,-11.28,71637.95,0.0,0.0,70090.5,100.0,29.860001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,C,72
Kathy Manning,H8NC13067,U.S. House North Carolina District 13,D,NC,1.0,-11.28,4211689.46,197074.24,323550.88,3043295.24,390758.19,70.139999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,C,996
Mac Schneider,H8ND00112,U.S. House North Dakota At-large District,D,ND,0.0,-34.779999,761526.66,0.0,0.0,635380.72,120505.64,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,O,213
Kelly Armstrong,H8ND00096,U.S. House North Dakota At-large District,R,ND,-1.0,-34.779999,1769588.98,0.0,1683.48,984322.13,482544.24,56.22,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Regular,O,343
Tom Campbell,H8ND00104,U.S. House North Dakota At-large District,R,ND,-1.0,-34.779999,1201139.87,0.0,0.0,453329.87,1350.0,26.87,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Regular,O,293
Jessica McClure,H8NE01081,U.S. House Nebraska District 1,D,NE,0.0,-22.66,72676.29,0.0,1073.27,70779.02,500.0,66.099998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,C,5
Kara Eastman,H8NE02220,U.S. House Nebraska District 2,D,NE,0.0,-5.98,2632721.91,338318.15,4745.0,2096387.93,190070.83,51.639998999999996,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,C,374
Paul Theobald,H8NE03095,U.S. House Nebraska District 3,D,NE,0.0,-54.310001,80014.33,0.0,2755.17,75561.03,250.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,C,24
Tanzie Youngblood,H8NJ02141,U.S. House New Jersey District 2,D,NJ,0.0,-3.96,114751.62,0.0,0.0,79501.62,12200.0,19.200001,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,O,74
Jeff Van Drew,H8NJ02166,U.S. House New Jersey District 2,D,NJ,0.0,-3.96,1897308.6,63907.25,0.0,1141047.23,683705.97,55.400002,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,O,440
Will Cunningham,H8NJ02174,U.S. House New Jersey District 2,D,NJ,0.0,-3.96,78063.15,0.0,0.0,72283.15,3500.0,16.799999,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,O,76
Nathan Kleinman,H8NJ02257,U.S. House New Jersey District 2,D,NJ,0.0,-3.96,95158.2,0.0,0.0,4927.0,0.0,8.6000004,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,O,6
Hirsh Singh,H8NJ02216,U.S. House New Jersey District 2,R,NJ,-1.0,-3.96,165993.74,0.0,19513.74,71805.0,0.0,30.52,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Regular,O,40
Seth Grossman,H8NJ02232,U.S. House New Jersey District 2,R,NJ,-1.0,-3.96,314048.06,0.0,50.0,276139.2,6300.0,39.05,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Regular,O,21
